"時点","地域コード","地域","総人口（総数）【人】","注記"
"1975年10月","00000","全国","111939643","総務省統計局「国勢調査」による。"
"1975年11月","00000","全国","112041000",""
"1975年12月","00000","全国","112135000",""
"1976年1月","00000","全国","112175000",""
"1976年2月","00000","全国","112310000",""
"1976年3月","00000","全国","112373000",""
"1976年4月","00000","全国","112467000",""
"1976年5月","00000","全国","112553000",""
"1976年6月","00000","全国","112687000",""
"1976年7月","00000","全国","112775000",""
"1976年8月","00000","全国","112824000",""
"1976年9月","00000","全国","112987000",""
"1976年10月","00000","全国","113094000",""
"1976年11月","00000","全国","113193000",""
"1976年12月","00000","全国","113281000",""
"1977年1月","00000","全国","113310000",""
"1977年2月","00000","全国","113442000",""
"1977年3月","00000","全国","113497000",""
"1977年4月","00000","全国","113574000",""
"1977年5月","00000","全国","113645000",""
"1977年6月","00000","全国","113781000",""
"1977年7月","00000","全国","113872000",""
"1977年8月","00000","全国","113916000",""
"1977年9月","00000","全国","114069000",""
"1977年10月","00000","全国","114165000",""
"1977年11月","00000","全国","114267000",""
"1977年12月","00000","全国","114352000",""
"1978年1月","00000","全国","114376000",""
"1978年2月","00000","全国","114503000",""
"1978年3月","00000","全国","114555000",""
"1978年4月","00000","全国","114637000",""
"1978年5月","00000","全国","114704000",""
"1978年6月","00000","全国","114832000",""
"1978年7月","00000","全国","114913000",""
"1978年8月","00000","全国","114953000",""
"1978年9月","00000","全国","115096000",""
"1978年10月","00000","全国","115190000",""
"1978年11月","00000","全国","115277000",""
"1978年12月","00000","全国","115354000",""
"1979年1月","00000","全国","115378000",""
"1979年2月","00000","全国","115519000",""
"1979年3月","00000","全国","115564000",""
"1979年4月","00000","全国","115641000",""
"1979年5月","00000","全国","115691000",""
"1979年6月","00000","全国","115815000",""
"1979年7月","00000","全国","115890000",""
"1979年8月","00000","全国","115914000",""
"1979年9月","00000","全国","116064000",""
"1979年10月","00000","全国","116155000",""
"1979年11月","00000","全国","116257000",""
"1979年12月","00000","全国","116319000",""
"1980年1月","00000","全国","116332000",""
"1980年2月","00000","全国","116462000",""
"1980年3月","00000","全国","116500000",""
"1980年4月","00000","全国","116565000",""
"1980年5月","00000","全国","116627000",""
"1980年6月","00000","全国","116732000",""
"1980年7月","00000","全国","116807000",""
"1980年8月","00000","全国","116829000",""
"1980年9月","00000","全国","116970000",""
"1980年10月","00000","全国","117060396","総務省統計局「国勢調査」による。"
"1980年11月","00000","全国","117136000",""
"1980年12月","00000","全国","117213000",""
"1981年1月","00000","全国","117201000",""
"1981年2月","00000","全国","117337000",""
"1981年3月","00000","全国","117365000",""
"1981年4月","00000","全国","117427000",""
"1981年5月","00000","全国","117493000",""
"1981年6月","00000","全国","117593000",""
"1981年7月","00000","全国","117661000",""
"1981年8月","00000","全国","117681000",""
"1981年9月","00000","全国","117815000",""
"1981年10月","00000","全国","117902000",""
"1981年11月","00000","全国","117964000",""
"1981年12月","00000","全国","118038000",""
"1982年1月","00000","全国","118048000",""
"1982年2月","00000","全国","118173000",""
"1982年3月","00000","全国","118188000",""
"1982年4月","00000","全国","118249000",""
"1982年5月","00000","全国","118303000",""
"1982年6月","00000","全国","118407000",""
"1982年7月","00000","全国","118480000",""
"1982年8月","00000","全国","118504000",""
"1982年9月","00000","全国","118647000",""
"1982年10月","00000","全国","118728000",""
"1982年11月","00000","全国","118810000",""
"1982年12月","00000","全国","118877000",""
"1983年1月","00000","全国","118885000",""
"1983年2月","00000","全国","119004000",""
"1983年3月","00000","全国","119011000",""
"1983年4月","00000","全国","119078000",""
"1983年5月","00000","全国","119131000",""
"1983年6月","00000","全国","119240000",""
"1983年7月","00000","全国","119307000",""
"1983年8月","00000","全国","119325000",""
"1983年9月","00000","全国","119456000",""
"1983年10月","00000","全国","119536000",""
"1983年11月","00000","全国","119608000",""
"1983年12月","00000","全国","119669000",""
"1984年1月","00000","全国","119672000",""
"1984年2月","00000","全国","119797000",""
"1984年3月","00000","全国","119803000",""
"1984年4月","00000","全国","119869000",""
"1984年5月","00000","全国","119916000",""
"1984年6月","00000","全国","120021000",""
"1984年7月","00000","全国","120083000",""
"1984年8月","00000","全国","120104000",""
"1984年9月","00000","全国","120220000",""
"1984年10月","00000","全国","120305000",""
"1984年11月","00000","全国","120371000",""
"1984年12月","00000","全国","120441000",""
"1985年1月","00000","全国","120429000",""
"1985年2月","00000","全国","120557000",""
"1985年3月","00000","全国","120566000",""
"1985年4月","00000","全国","120628000",""
"1985年5月","00000","全国","120678000",""
"1985年6月","00000","全国","120781000",""
"1985年7月","00000","全国","120837000",""
"1985年8月","00000","全国","120844000",""
"1985年9月","00000","全国","120956000",""
"1985年10月","00000","全国","121048923","総務省統計局「国勢調査」による。"
"1985年11月","00000","全国","121112000",""
"1985年12月","00000","全国","121168000",""
"1986年1月","00000","全国","121121000",""
"1986年2月","00000","全国","121244000",""
"1986年3月","00000","全国","121232000",""
"1986年4月","00000","全国","121310000",""
"1986年5月","00000","全国","121348000",""
"1986年6月","00000","全国","121431000",""
"1986年7月","00000","全国","121482000",""
"1986年8月","00000","全国","121467000",""
"1986年9月","00000","全国","121577000",""
"1986年10月","00000","全国","121660000",""
"1986年11月","00000","全国","121704000",""
"1986年12月","00000","全国","121771000",""
"1987年1月","00000","全国","121718000",""
"1987年2月","00000","全国","121865000",""
"1987年3月","00000","全国","121825000",""
"1987年4月","00000","全国","121891000",""
"1987年5月","00000","全国","121941000",""
"1987年6月","00000","全国","122033000",""
"1987年7月","00000","全国","122069000",""
"1987年8月","00000","全国","122017000",""
"1987年9月","00000","全国","122153000",""
"1987年10月","00000","全国","122239000",""
"1987年11月","00000","全国","122275000",""
"1987年12月","00000","全国","122342000",""
"1988年1月","00000","全国","122277000",""
"1988年2月","00000","全国","122403000",""
"1988年3月","00000","全国","122355000",""
"1988年4月","00000","全国","122427000",""
"1988年5月","00000","全国","122407000",""
"1988年6月","00000","全国","122552000",""
"1988年7月","00000","全国","122578000",""
"1988年8月","00000","全国","122513000",""
"1988年9月","00000","全国","122651000",""
"1988年10月","00000","全国","122745000",""
"1988年11月","00000","全国","122806000",""
"1988年12月","00000","全国","122863000",""
"1989年1月","00000","全国","122772000",""
"1989年2月","00000","全国","122897000",""
"1989年3月","00000","全国","122851000",""
"1989年4月","00000","全国","122925000",""
"1989年5月","00000","全国","122915000",""
"1989年6月","00000","全国","123052000",""
"1989年7月","00000","全国","123069000",""
"1989年8月","00000","全国","122992000",""
"1989年9月","00000","全国","123115000",""
"1989年10月","00000","全国","123205000",""
"1989年11月","00000","全国","123253000",""
"1989年12月","00000","全国","123293000",""
"1990年1月","00000","全国","123210000",""
"1990年2月","00000","全国","123325000",""
"1990年3月","00000","全国","123263000",""
"1990年4月","00000","全国","123337000",""
"1990年5月","00000","全国","123316000",""
"1990年6月","00000","全国","123447000",""
"1990年7月","00000","全国","123478000",""
"1990年8月","00000","全国","123402000",""
"1990年9月","00000","全国","123505000",""
"1990年10月","00000","全国","123611167","総務省統計局「国勢調査」による。"
"1990年11月","00000","全国","123665000",""
"1990年12月","00000","全国","123702000",""
"1991年1月","00000","全国","123606000",""
"1991年2月","00000","全国","123797000",""
"1991年3月","00000","全国","123817000",""
"1991年4月","00000","全国","123869000",""
"1991年5月","00000","全国","123826000",""
"1991年6月","00000","全国","123922000",""
"1991年7月","00000","全国","123964000",""
"1991年8月","00000","全国","123895000",""
"1991年9月","00000","全国","123997000",""
"1991年10月","00000","全国","124101000",""
"1991年11月","00000","全国","124143000",""
"1991年12月","00000","全国","124204000",""
"1992年1月","00000","全国","124067000",""
"1992年2月","00000","全国","124217000",""
"1992年3月","00000","全国","124179000",""
"1992年4月","00000","全国","124259000",""
"1992年5月","00000","全国","124298000",""
"1992年6月","00000","全国","124367000",""
"1992年7月","00000","全国","124425000",""
"1992年8月","00000","全国","124341000",""
"1992年9月","00000","全国","124468000",""
"1992年10月","00000","全国","124567000",""
"1992年11月","00000","全国","124566000",""
"1992年12月","00000","全国","124650000",""
"1993年1月","00000","全国","124528000",""
"1993年2月","00000","全国","124665000",""
"1993年3月","00000","全国","124625000",""
"1993年4月","00000","全国","124677000",""
"1993年5月","00000","全国","124650000",""
"1993年6月","00000","全国","124791000",""
"1993年7月","00000","全国","124829000",""
"1993年8月","00000","全国","124725000",""
"1993年9月","00000","全国","124846000",""
"1993年10月","00000","全国","124938000",""
"1993年11月","00000","全国","124961000",""
"1993年12月","00000","全国","125002000",""
"1994年1月","00000","全国","124870000",""
"1994年2月","00000","全国","125019000",""
"1994年3月","00000","全国","124965000",""
"1994年4月","00000","全国","125018000",""
"1994年5月","00000","全国","124967000",""
"1994年6月","00000","全国","125137000",""
"1994年7月","00000","全国","125178000",""
"1994年8月","00000","全国","125071000",""
"1994年9月","00000","全国","125183000",""
"1994年10月","00000","全国","125265000",""
"1994年11月","00000","全国","125338000",""
"1994年12月","00000","全国","125385000",""
"1995年1月","00000","全国","125245000",""
"1995年2月","00000","全国","125405000",""
"1995年3月","00000","全国","125327000",""
"1995年4月","00000","全国","125362000",""
"1995年5月","00000","全国","125324000",""
"1995年6月","00000","全国","125448000",""
"1995年7月","00000","全国","125472000",""
"1995年8月","00000","全国","125362000",""
"1995年9月","00000","全国","125457000",""
"1995年10月","00000","全国","125570246","総務省統計局「国勢調査」による。"
"1995年11月","00000","全国","125615000",""
"1995年12月","00000","全国","125648000",""
"1996年1月","00000","全国","125500000",""
"1996年2月","00000","全国","125633000",""
"1996年3月","00000","全国","125587000",""
"1996年4月","00000","全国","125634000",""
"1996年5月","00000","全国","125621000",""
"1996年6月","00000","全国","125719000",""
"1996年7月","00000","全国","125757000",""
"1996年8月","00000","全国","125658000",""
"1996年9月","00000","全国","125737000",""
"1996年10月","00000","全国","125859000",""
"1996年11月","00000","全国","125890000",""
"1996年12月","00000","全国","125939000",""
"1997年1月","00000","全国","125747000",""
"1997年2月","00000","全国","125912000",""
"1997年3月","00000","全国","125860000",""
"1997年4月","00000","全国","125942000",""
"1997年5月","00000","全国","125960000",""
"1997年6月","00000","全国","126013000",""
"1997年7月","00000","全国","126057000",""
"1997年8月","00000","全国","125972000",""
"1997年9月","00000","全国","126062000",""
"1997年10月","00000","全国","126157000",""
"1997年11月","00000","全国","126191000",""
"1997年12月","00000","全国","126258000",""
"1998年1月","00000","全国","126096000",""
"1998年2月","00000","全国","126305000",""
"1998年3月","00000","全国","126207000",""
"1998年4月","00000","全国","126271000",""
"1998年5月","00000","全国","126293000",""
"1998年6月","00000","全国","126362000",""
"1998年7月","00000","全国","126400000",""
"1998年8月","00000","全国","126307000",""
"1998年9月","00000","全国","126398000",""
"1998年10月","00000","全国","126472000",""
"1998年11月","00000","全国","126505000",""
"1998年12月","00000","全国","126568000",""
"1999年1月","00000","全国","126432000",""
"1999年2月","00000","全国","126566000",""
"1999年3月","00000","全国","126473000",""
"1999年4月","00000","全国","126535000",""
"1999年5月","00000","全国","126473000",""
"1999年6月","00000","全国","126618000",""
"1999年7月","00000","全国","126631000",""
"1999年8月","00000","全国","126531000",""
"1999年9月","00000","全国","126611000",""
"1999年10月","00000","全国","126667000",""
"1999年11月","00000","全国","126735000",""
"1999年12月","00000","全国","126772000",""
"2000年1月","00000","全国","126746000",""
"2000年2月","00000","全国","126794000",""
"2000年3月","00000","全国","126714000",""
"2000年4月","00000","全国","126758000",""
"2000年5月","00000","全国","126737000",""
"2000年6月","00000","全国","126826000",""
"2000年7月","00000","全国","126843000",""
"2000年8月","00000","全国","126770000",""
"2000年9月","00000","全国","126837000",""
"2000年10月","00000","全国","126925843","総務省統計局「国勢調査」による。"
"2000年11月","00000","全国","126998000",""
"2000年12月","00000","全国","127027000",""
"2001年1月","00000","全国","126912000",""
"2001年2月","00000","全国","127050000",""
"2001年3月","00000","全国","126980000",""
"2001年4月","00000","全国","127052000",""
"2001年5月","00000","全国","127011000",""
"2001年6月","00000","全国","127125000",""
"2001年7月","00000","全国","127149000",""
"2001年8月","00000","全国","127069000",""
"2001年9月","00000","全国","127131000",""
"2001年10月","00000","全国","127316000",""
"2001年11月","00000","全国","127396000",""
"2001年12月","00000","全国","127397000",""
"2002年1月","00000","全国","127261000",""
"2002年2月","00000","全国","127343000",""
"2002年3月","00000","全国","127272000",""
"2002年4月","00000","全国","127371000",""
"2002年5月","00000","全国","127350000",""
"2002年6月","00000","全国","127418000",""
"2002年7月","00000","全国","127445000",""
"2002年8月","00000","全国","127362000",""
"2002年9月","00000","全国","127405000",""
"2002年10月","00000","全国","127486000",""
"2002年11月","00000","全国","127527000",""
"2002年12月","00000","全国","127564000",""
"2003年1月","00000","全国","127400000",""
"2003年2月","00000","全国","127563000",""
"2003年3月","00000","全国","127468000",""
"2003年4月","00000","全国","127623000",""
"2003年5月","00000","全国","127672000",""
"2003年6月","00000","全国","127733000",""
"2003年7月","00000","全国","127718000",""
"2003年8月","00000","全国","127643000",""
"2003年9月","00000","全国","127645000",""
"2003年10月","00000","全国","127694000",""
"2003年11月","00000","全国","127704000",""
"2003年12月","00000","全国","127750000",""
"2004年1月","00000","全国","127603000",""
"2004年2月","00000","全国","127739000",""
"2004年3月","00000","全国","127675000",""
"2004年4月","00000","全国","127736000",""
"2004年5月","00000","全国","127654000",""
"2004年6月","00000","全国","127768000",""
"2004年7月","00000","全国","127761000",""
"2004年8月","00000","全国","127703000",""
"2004年9月","00000","全国","127730000",""
"2004年10月","00000","全国","127787000",""
"2004年11月","00000","全国","127819000",""
"2004年12月","00000","全国","127838000",""
"2005年1月","00000","全国","127740000",""
"2005年2月","00000","全国","127793000",""
"2005年3月","00000","全国","127714000",""
"2005年4月","00000","全国","127791000",""
"2005年5月","00000","全国","127647000",""
"2005年6月","00000","全国","127780000",""
"2005年7月","00000","全国","127773000",""
"2005年8月","00000","全国","127729000",""
"2005年9月","00000","全国","127734000",""
"2005年10月","00000","全国","127767994","総務省統計局「国勢調査」による。"
"2005年11月","00000","全国","127792000",""
"2005年12月","00000","全国","127795000",""
"2006年1月","00000","全国","127781000",""
"2006年2月","00000","全国","127776000",""
"2006年3月","00000","全国","127761000",""
"2006年4月","00000","全国","127788000",""
"2006年5月","00000","全国","127777000",""
"2006年6月","00000","全国","127825000",""
"2006年7月","00000","全国","127854000",""
"2006年8月","00000","全国","127876000",""
"2006年9月","00000","全国","127862000",""
"2006年10月","00000","全国","127901000",""
"2006年11月","00000","全国","127925000",""
"2006年12月","00000","全国","127935000",""
"2007年1月","00000","全国","127925000",""
"2007年2月","00000","全国","127938000",""
"2007年3月","00000","全国","127908000",""
"2007年4月","00000","全国","127942000",""
"2007年5月","00000","全国","127925000",""
"2007年6月","00000","全国","127971000",""
"2007年7月","00000","全国","128001000",""
"2007年8月","00000","全国","128024000",""
"2007年9月","00000","全国","127997000",""
"2007年10月","00000","全国","128033000",""
"2007年11月","00000","全国","128047000",""
"2007年12月","00000","全国","128050000",""
"2008年1月","00000","全国","128026000",""
"2008年2月","00000","全国","128020000",""
"2008年3月","00000","全国","127992000",""
"2008年4月","00000","全国","128013000",""
"2008年5月","00000","全国","127999000",""
"2008年6月","00000","全国","128032000",""
"2008年7月","00000","全国","128063000",""
"2008年8月","00000","全国","128075000",""
"2008年9月","00000","全国","128043000",""
"2008年10月","00000","全国","128084000",""
"2008年11月","00000","全国","128098000",""
"2008年12月","00000","全国","128099000",""
"2009年1月","00000","全国","128069000",""
"2009年2月","00000","全国","128048000",""
"2009年3月","00000","全国","128013000",""
"2009年4月","00000","全国","128022000",""
"2009年5月","00000","全国","127996000",""
"2009年6月","00000","全国","128026000",""
"2009年7月","00000","全国","128047000",""
"2009年8月","00000","全国","128040000",""
"2009年9月","00000","全国","128002000",""
"2009年10月","00000","全国","128032000",""
"2009年11月","00000","全国","128055000",""
"2009年12月","00000","全国","128059000",""
"2010年1月","00000","全国","128032000",""
"2010年2月","00000","全国","128052000",""
"2010年3月","00000","全国","128003000",""
"2010年4月","00000","全国","128032000",""
"2010年5月","00000","全国","128011000",""
"2010年6月","00000","全国","128041000",""
"2010年7月","00000","全国","128070000",""
"2010年8月","00000","全国","128069000",""
"2010年9月","00000","全国","128028000",""
"2010年10月","00000","全国","128057352","総務省統計局「国勢調査」による。"
"2010年11月","00000","全国","128066000",""
"2010年12月","00000","全国","128058000",""
"2011年1月","00000","全国","128027000",""
"2011年2月","00000","全国","127994000",""
"2011年3月","00000","全国","127945000",""
"2011年4月","00000","全国","127708000",""
"2011年5月","00000","全国","127749000",""
"2011年6月","00000","全国","127809000",""
"2011年7月","00000","全国","127833000",""
"2011年8月","00000","全国","127838000",""
"2011年9月","00000","全国","127797000",""
"2011年10月","00000","全国","127834000",""
"2011年11月","00000","全国","127839000",""
"2011年12月","00000","全国","127831000",""
"2012年1月","00000","全国","127708000",""
"2012年2月","00000","全国","127678000",""
"2012年3月","00000","全国","127629000",""
"2012年4月","00000","全国","127625000",""
"2012年5月","00000","全国","127584000",""
"2012年6月","00000","全国","127611000",""
"2012年7月","00000","全国","127629000",""
"2012年8月","00000","全国","127625000",""
"2012年9月","00000","全国","127561000",""
"2012年10月","00000","全国","127593000",""
"2012年11月","00000","全国","127593000",""
"2012年12月","00000","全国","127575000",""
"2013年1月","00000","全国","127529000",""
"2013年2月","00000","全国","127501000",""
"2013年3月","00000","全国","127429000",""
"2013年4月","00000","全国","127450000",""
"2013年5月","00000","全国","127409000",""
"2013年6月","00000","全国","127428000",""
"2013年7月","00000","全国","127445000",""
"2013年8月","00000","全国","127445000",""
"2013年9月","00000","全国","127375000",""
"2013年10月","00000","全国","127414000",""
"2013年11月","00000","全国","127413000",""
"2013年12月","00000","全国","127399000",""
"2014年1月","00000","全国","127357000",""
"2014年2月","00000","全国","127315000",""
"2014年3月","00000","全国","127267000",""
"2014年4月","00000","全国","127270000",""
"2014年5月","00000","全国","127235000",""
"2014年6月","00000","全国","127254000",""
"2014年7月","00000","全国","127276000",""
"2014年8月","00000","全国","127270000",""
"2014年9月","00000","全国","127197000",""
"2014年10月","00000","全国","127237000",""
"2014年11月","00000","全国","127240000",""
"2014年12月","00000","全国","127225000",""
"2015年1月","00000","全国","127177000",""
"2015年2月","00000","全国","127158000",""
"2015年3月","00000","全国","127066000",""
"2015年4月","00000","全国","127112000",""
"2015年5月","00000","全国","127080000",""
"2015年6月","00000","全国","127109000",""
"2015年7月","00000","全国","127141000",""
"2015年8月","00000","全国","127128000",""
"2015年9月","00000","全国","127065000",""
"2015年10月","00000","全国","127094745","総務省統計局「国勢調査」による。"
"2015年11月","00000","全国","127104000",""
"2015年12月","00000","全国","127106000",""
"2016年1月","00000","全国","127053000",""
"2016年2月","00000","全国","127050000",""
"2016年3月","00000","全国","126992000",""
"2016年4月","00000","全国","127029000",""
"2016年5月","00000","全国","126988000",""
"2016年6月","00000","全国","127042000",""
"2016年7月","00000","全国","127076000",""
"2016年8月","00000","全国","127067000",""
"2016年9月","00000","全国","127002000",""
"2016年10月","00000","全国","127042000",""
"2016年11月","00000","全国","127055000",""
"2016年12月","00000","全国","127044000",""
"2017年1月","00000","全国","126955000",""
"2017年2月","00000","全国","126933000",""
"2017年3月","00000","全国","126906000",""
"2017年4月","00000","全国","126920000",""
"2017年5月","00000","全国","126893000",""
"2017年6月","00000","全国","126943000",""
"2017年7月","00000","全国","126972000",""
"2017年8月","00000","全国","126949000",""
"2017年9月","00000","全国","126881000",""
"2017年10月","00000","全国","126919000",""
"2017年11月","00000","全国","126934000",""
"2017年12月","00000","全国","126922000",""
"2018年1月","00000","全国","126825000",""
"2018年2月","00000","全国","126851000",""
"2018年3月","00000","全国","126743000",""
"2018年4月","00000","全国","126760000",""
"2018年5月","00000","全国","126732000",""
"2018年6月","00000","全国","126783000",""
"2018年7月","00000","全国","126811000",""
"2018年8月","00000","全国","126785000",""
"2018年9月","00000","全国","126714000",""
"2018年10月","00000","全国","126749000",""
"2018年11月","00000","全国","126765000",""
"2018年12月","00000","全国","126753000",""
"2019年1月","00000","全国","126641000",""
"2019年2月","00000","全国","126642000",""
"2019年3月","00000","全国","126587000",""
"2019年4月","00000","全国","126600000",""
"2019年5月","00000","全国","126534000",""
"2019年6月","00000","全国","126612000",""
"2019年7月","00000","全国","126633000",""
"2019年8月","00000","全国","126593000",""
"2019年9月","00000","全国","126513000",""
"2019年10月","00000","全国","126555000",""
"2019年11月","00000","全国","126553000",""
"2019年12月","00000","全国","126540000",""
"2020年1月","00000","全国","126387000",""
"2020年2月","00000","全国","126409000",""
"2020年3月","00000","全国","126370000",""
"2020年4月","00000","全国","126342000",""
"2020年5月","00000","全国","126310000",""
"2020年6月","00000","全国","126279000",""
"2020年7月","00000","全国","126261000",""
"2020年8月","00000","全国","126239000",""
"2020年9月","00000","全国","126187000",""
"2020年10月","00000","全国","126146099","総務省統計局「国勢調査」による。"
"2020年11月","00000","全国","126106000",""
"2020年12月","00000","全国","126088000",""
"2021年1月","00000","全国","126068000",""
"2021年2月","00000","全国","125990000",""
"2021年3月","00000","全国","125917000",""
"2021年4月","00000","全国","125855000",""
"2021年5月","00000","全国","125777000",""
"2021年6月","00000","全国","125722000",""
"2021年7月","00000","全国","125682000",""
"2021年8月","00000","全国","125633000",""
"2021年9月","00000","全国","125559000",""
"2021年10月","00000","全国","125502000",""
"2021年11月","00000","全国","125443000",""
"2021年12月","00000","全国","125380000",""
"2022年1月","00000","全国","125309000",""
"2022年2月","00000","全国","125194000",""
"2022年3月","00000","全国","125103000",""
"2022年4月","00000","全国","125071000",""
"2022年5月","00000","全国","125072000",""
"2022年6月","00000","全国","125104000",""
"2022年7月","00000","全国","125125000",""
"2022年8月","00000","全国","125082000",""
"2022年9月","00000","全国","124971000",""
"2022年10月","00000","全国","124947000",""
"2022年11月","00000","全国","124913000",""
"2022年12月","00000","全国","124861000",""
"2023年1月","00000","全国","124752000",""
"2023年2月","00000","全国","124631000",""
"2023年3月","00000","全国","124567000",""
"2023年4月","00000","全国","124554000",""
"2023年5月","00000","全国","124477000",""
"2023年6月","00000","全国","124511000",""
"2023年7月","00000","全国","124517000",""
"2023年8月","00000","全国","124439000",""
"2023年9月","00000","全国","124348000",""
"2023年10月","00000","全国","124352000",""
"2023年11月","00000","全国","124342000",""
"2023年12月","00000","全国","124299000",""
"2024年1月","00000","全国","124143000",""
"2024年2月","00000","全国","124105000",""
"2024年3月","00000","全国","124003000",""
"2024年4月","00000","全国","124002000",""
"2024年5月","00000","全国","123941000",""
"2024年6月","00000","全国","123979000",""
"2024年7月","00000","全国","123975000",""
"2024年8月","00000","全国","123887000",""
"2024年9月","00000","全国","123779000",""
"2024年10月","00000","全国","123802000",""
"2024年11月","00000","全国","123784000",""
"2024年12月","00000","全国","123744000",""
"2025年1月","00000","全国","123552000",""
"2025年2月","00000","全国","123441000",""
"2025年3月","00000","全国","123420000",""
"2025年4月","00000","全国","123397000",""
"2025年5月","00000","全国","123342000",""
"2025年6月","00000","全国","123371000",""
"2025年7月","00000","全国","123367000",""
"2025年8月","00000","全国","123268000",""
"2025年9月","00000","全国","123192000",""
"2025年10月","00000","全国","123049524","速報;総務省統計局「国勢調査」による。"
"2025年11月","00000","全国","123203000",""
"2025年12月","00000","全国","123165000",""
"2026年1月","00000","全国","122980000",""
"2026年2月","00000","全国","122860000","速報"
"2026年3月","00000","全国","122850000","速報"
"2026年4月","00000","全国","122860000","速報"
"2026年5月","00000","全国","122810000","速報"
"2026年6月","00000","全国","122850000","速報"
"1920年","00000","全国","55963053","総務省統計局「国勢調査」による。"
"1925年","00000","全国","59736822","総務省統計局「国勢調査」による。"
"1930年","00000","全国","64450005","総務省統計局「国勢調査」による。"
"1935年","00000","全国","69254148","総務省統計局「国勢調査」による。"
"1940年","00000","全国","73075071","総務省統計局「国勢調査」による。;朝鮮、台湾、樺太及び南洋群島以外の国籍の外国人を除く。"
"1945年","00000","全国","71998104","内閣統計局（現 総務省統計局）「人口調査」による。;年齢は数え年である。;沖縄県を除く。"
"1950年","00000","全国","84114574","総務省統計局「国勢調査」による。"
"1951年","00000","全国","84541000","沖縄県を除く。"
"1952年","00000","全国","85808000","沖縄県を除く。"
"1953年","00000","全国","86981000","沖縄県を除く。"
"1954年","00000","全国","88239000","沖縄県を除く。"
"1955年","00000","全国","90076594","総務省統計局「国勢調査」による。"
"1956年","00000","全国","90172000","沖縄県を除く。"
"1957年","00000","全国","90928000","沖縄県を除く。"
"1958年","00000","全国","91767000","沖縄県を除く。"
"1959年","00000","全国","92641000","沖縄県を除く。"
"1960年","00000","全国","94301623","総務省統計局「国勢調査」による。"
"1961年","00000","全国","94287000","沖縄県を除く。"
"1962年","00000","全国","95181000","沖縄県を除く。"
"1963年","00000","全国","96156000","沖縄県を除く。"
"1964年","00000","全国","97182000","沖縄県を除く。"
"1965年","00000","全国","99209137","総務省統計局「国勢調査」による。"
"1966年","00000","全国","99036000","沖縄県を除く。"
"1967年","00000","全国","100196000","沖縄県を除く。"
"1968年","00000","全国","101331000","沖縄県を除く。"
"1969年","00000","全国","102536000","沖縄県を除く。"
"1970年","00000","全国","104665171","総務省統計局「国勢調査」による。"
"1971年","00000","全国","105145000","沖縄県を除く。"
"1972年","00000","全国","107595000",""
"1973年","00000","全国","109104000",""
"1974年","00000","全国","110573000",""
"1975年","00000","全国","111939643","総務省統計局「国勢調査」による。"
"1976年","00000","全国","113094000",""
"1977年","00000","全国","114165000",""
"1978年","00000","全国","115190000",""
"1979年","00000","全国","116155000",""
"1980年","00000","全国","117060396","総務省統計局「国勢調査」による。"
"1981年","00000","全国","117902000",""
"1982年","00000","全国","118728000",""
"1983年","00000","全国","119536000",""
"1984年","00000","全国","120305000",""
"1985年","00000","全国","121048923","総務省統計局「国勢調査」による。"
"1986年","00000","全国","121660000",""
"1987年","00000","全国","122239000",""
"1988年","00000","全国","122745000",""
"1989年","00000","全国","123205000",""
"1990年","00000","全国","123611167","総務省統計局「国勢調査」による。"
"1991年","00000","全国","124101000",""
"1992年","00000","全国","124567000",""
"1993年","00000","全国","124938000",""
"1994年","00000","全国","125265000",""
"1995年","00000","全国","125570246","総務省統計局「国勢調査」による。"
"1996年","00000","全国","125859000",""
"1997年","00000","全国","126157000",""
"1998年","00000","全国","126472000",""
"1999年","00000","全国","126667000",""
"2000年","00000","全国","126925843","総務省統計局「国勢調査」による。"
"2001年","00000","全国","127316000",""
"2002年","00000","全国","127486000",""
"2003年","00000","全国","127694000",""
"2004年","00000","全国","127787000",""
"2005年","00000","全国","127767994","総務省統計局「国勢調査」による。"
"2006年","00000","全国","127901000",""
"2007年","00000","全国","128033000",""
"2008年","00000","全国","128084000",""
"2009年","00000","全国","128032000",""
"2010年","00000","全国","128057352","総務省統計局「国勢調査」による。"
"2011年","00000","全国","127834000",""
"2012年","00000","全国","127593000",""
"2013年","00000","全国","127414000",""
"2014年","00000","全国","127237000",""
"2015年","00000","全国","127094745","総務省統計局「国勢調査」による。"
"2016年","00000","全国","127042000",""
"2017年","00000","全国","126919000",""
"2018年","00000","全国","126749000",""
"2019年","00000","全国","126555000",""
"2020年","00000","全国","126146099","総務省統計局「国勢調査」による。"
"2021年","00000","全国","125502000",""
"2022年","00000","全国","124947000",""
"2023年","00000","全国","124352000",""
"2024年","00000","全国","123802000",""
"2025年","00000","全国","123049524","速報;総務省統計局「国勢調査」による。"
"1975年","01000","北海道","5338206",""
"1976年","01000","北海道","5395000",""
"1977年","01000","北海道","5443000",""
"1978年","01000","北海道","5490000",""
"1979年","01000","北海道","5535000",""
"1980年","01000","北海道","5575989",""
"1981年","01000","北海道","5605000",""
"1982年","01000","北海道","5630000",""
"1983年","01000","北海道","5656000",""
"1984年","01000","北海道","5672000",""
"1985年","01000","北海道","5679439",""
"1986年","01000","北海道","5673000",""
"1987年","01000","北海道","5660000",""
"1988年","01000","北海道","5656000",""
"1989年","01000","北海道","5649000",""
